# HGNC gene id	# source ID
TNFRSF21	HGNC
LPAR1	HGNC
LPAR2	HGNC
LPAR3	HGNC
PRKCG	HGNC
ORM1	HGNC
NTSR1	HGNC
F11R	HGNC
CYTH2	HGNC
ARG2	HGNC
MST1	HGNC
FBXO21	HGNC
NEFH	HGNC
SYP	HGNC
MIGA1	HGNC
MIGA2	HGNC
KLF10	HGNC
RASAL1	HGNC
RASAL2	HGNC
TNFRSF25	HGNC
ANOS1	HGNC
CST6	HGNC
CST2	HGNC
DUSP6	HGNC
FLRT2	HGNC
INSIG1	HGNC
PDGFA	HGNC
PFDN6	HGNC
CFD	HGNC
SSX2B	HGNC
MUC20	HGNC
HRH3	HGNC
ADPRHL1	HGNC
MORN2	HGNC
CHD1L	HGNC
GDAP2	HGNC
GPC2	HGNC
PPA2	HGNC
AHSP	HGNC
CSTF2	HGNC
CDC7	HGNC
NPPC	HGNC
NPR2	HGNC
GTF2B	HGNC
CITED1	HGNC
HYAL1	HGNC
HSD17B1	HGNC
HSD17B2	HGNC
PLCE1	HGNC
KRT78	HGNC
LAP3	HGNC
RPS13	HGNC
ABCB6	HGNC
RPL13	HGNC
CSF3R	HGNC
CTRC	HGNC
HABP2	HGNC
ITIH2	HGNC
PGC	HGNC
CHP1	HGNC
PRKD1	HGNC
RHOV	HGNC
STK17B	HGNC
DPYS	HGNC
QPCT	HGNC
MVB12A	HGNC
NR2F2	HGNC
NR5A1	HGNC
RXRB	HGNC
SALL4	HGNC
VIP	HGNC
BDP1	HGNC
LARP4	HGNC
NAB2	HGNC
POLR3A	HGNC
THOC6	HGNC
TLCD1	HGNC
CEP128	HGNC
CEP152	HGNC
CHD3	HGNC
LIN28B	HGNC
SCRN2	HGNC
KCND3	HGNC
RNF19B	HGNC
SIGLEC10	HGNC
TSPAN33	HGNC
UCKL1	HGNC
ZNF487	HGNC
PLAS2	HGNC
BRD3	HGNC
BRDT	HGNC
SIGLEC8	HGNC
LYL1	HGNC
GYG1	HGNC
TLN2	HGNC
FSCN1	HGNC
FSCN3	HGNC
MT-ND4	HGNC
SSBP1	HGNC
CEL	HGNC
CRLF3	HGNC
VASP	HGNC
GP5	HGNC
H3F3A	HGNC
RCC1	HGNC
CCL14	HGNC
CHL1	HGNC
SPTAN1	HGNC
RPL3	HGNC
LDB3	HGNC
SH2B1	HGNC
PCGF3	HGNC
NME9	HGNC
IGFBP1	HGNC
IGFBP6	HGNC
RPL35	HGNC
DDX20	HGNC
ACIN1	HGNC
GEMIN5	HGNC
NGDN	HGNC
PLEKHA8	HGNC
DHX37	HGNC
DHX8	HGNC
LYPD6B	HGNC
KLF7	HGNC
BATF	HGNC
HCFC2	HGNC
MCHR1	HGNC
RBSN	HGNC
RASA3	HGNC
ANXA3	HGNC
GNS	HGNC
GHITM	HGNC
HIST1H1C	HGNC
ATP1A1	HGNC
WNT10B	HGNC
CSE1L	HGNC
HOXC	HGNC
NRON	HGNC
SLC22A3	HGNC
RETNLB	HGNC
ALAS2	HGNC
CA2	HGNC
NNT	HGNC
RPL21	HGNC
RPL31	HGNC
RPL34	HGNC
RPL38	HGNC
SLC4A1	HGNC
CPD	HGNC
MMP25	HGNC
SH3PXD2A	HGNC
AFAP1	HGNC
AFAP1L2	HGNC
MAGED1	HGNC
RILPL2	HGNC
DEGS1	HGNC
PLA2G7	HGNC
AKAP1	HGNC
RAB32	HGNC
YME1L1	HGNC
ALPK1	HGNC
CAMK1	HGNC
DENR	HGNC
MUL1	HGNC
RHOT1	HGNC
RHOT2	HGNC
RMDN3	HGNC
SYTL2	HGNC
CACNA1S	HGNC
CAMK2G	HGNC
CASS4	HGNC
KLF12	HGNC
ANAPC10	HGNC
BLCAP	HGNC
CISH	HGNC
ISYNA1	HGNC
NPR3	HGNC
NRF1	HGNC
OGDH	HGNC
TNFSF8	HGNC
CDCA7L	HGNC
FRMD6	HGNC
SLC9A3R2	HGNC
WWC1	HGNC
AMOT	HGNC
IL17RB	HGNC
LATS1	HGNC
LATS2	HGNC
MYO7A	HGNC
MYO7B	HGNC
MYLIP	HGNC
PIP5K1A	HGNC
SPTBN1	HGNC
TMOD4	HGNC
GRK2	HGNC
TAF11	HGNC
TACR1	HGNC
BMPER	HGNC
PNPLA3	HGNC
GABARAPL1	HGNC
MSH6	HGNC
NPL	HGNC
SET	HGNC
CCT2	HGNC
DHRS11	HGNC
DHRS3	HGNC
FBN1	HGNC
NUDC	HGNC
RPL24	HGNC
RBM44	HGNC
EXOSC3	HGNC
CMAS	HGNC
NASP	HGNC
USP28	HGNC
SORD	HGNC
ID1	HGNC
MYH8	HGNC
PLS1	HGNC
ARSD	HGNC
SLC25A6	HGNC
PIMREG	HGNC
GTF2A1	HGNC
GTF2A2	HGNC
AGBL2	HGNC
NSDHL	HGNC
CALY	HGNC
GLDC	HGNC
LARGE1	HGNC
ALG14	HGNC
ACOT11	HGNC
SNRNP35	HGNC
MAP3K2	HGNC
PRRX2	HGNC
PIK3AP1	HGNC
PPP3R2	HGNC
SOCS4	HGNC
KPNA6	HGNC
CMTR2	HGNC
ADAMTS4	HGNC
IKZF1	HGNC
CSF2RB	HGNC
HLA-DOB	HGNC
SEM1	HGNC
ALDH9A1	HGNC
DSTN	HGNC
TUBA1A	HGNC
CYP2C9	HGNC
SLCO1B1	HGNC
SLCO1B3	HGNC
A1BG	HGNC
CFI	HGNC
LRG1	HGNC
RBP5	HGNC
TNFSF15	HGNC
USB1	HGNC
MZF1	HGNC
MCOLN1	HGNC
MCOLN3	HGNC
PKD2L2	HGNC
TRPC4	HGNC
TRPC5	HGNC
TRPC7	HGNC
TRPM1	HGNC
TRPM4	HGNC
TRPM6	HGNC
TRPM7	HGNC
TRPM8	HGNC
DLGAP4	HGNC
THAP12	HGNC
FFAR2	HGNC
FFAR3	HGNC
SLC22A2	HGNC
GABARAPL2	HGNC
RAPGEF1	HGNC
ARHGEF1	HGNC
ARHGEF2	HGNC
LAMA4	HGNC
GBP3	HGNC
APOF	HGNC
SERPINA6	HGNC
NFKBIZ	HGNC
HIST1H1D	HGNC
ALDH1A2	HGNC
STX18	HGNC
EXOSC1	HGNC
GLG1	HGNC
GOLPH3	HGNC
TFR2	HGNC
PIGL	HGNC
LIG1	HGNC
LIG3	HGNC
EEF1D	HGNC
EIF6	HGNC
ORC2	HGNC
POLD1	HGNC
MARCH2	HGNC
NDUFA11	HGNC
AMT	HGNC
GSTA3	HGNC
GSTK1	HGNC
HSPB7	HGNC
PSMB10	HGNC
RARB	HGNC
EIF3M	HGNC
EXO5	HGNC
ILK	HGNC
PSMA7	HGNC
SRSF6	HGNC
TKTL2	HGNC
UQCRFS1	HGNC
DND1	HGNC
NBPF1	HGNC
NBPF14	HGNC
RGPD5	HGNC
RGPD6	HGNC
SPATA31A1	HGNC
TBC1D3	HGNC
TBC1D3B	HGNC
TBC1D3F	HGNC
USP6NL	HGNC
BPTF	HGNC
CBY1	HGNC
CUL7	HGNC
DNAH6	HGNC
EVI5	HGNC
GOLGA4	HGNC
GOLGA5	HGNC
GOLGA6A	HGNC
GOLGA7	HGNC
GOLGA7B	HGNC
ITLN1	HGNC
ITLN2	HGNC
LRRC37A	HGNC
LRRC37B	HGNC
NBPF11	HGNC
NPIPA1	HGNC
PDE4DIP	HGNC
TRIM51	HGNC
VPS37A	HGNC
EPG5	HGNC
NUBP2	HGNC
TMEM41B	HGNC
VPS25	HGNC
ITIH4	HGNC
ELP2	HGNC
TFIP11	HGNC
ADPRH	HGNC
LDLRAP1	HGNC
PARP11	HGNC
PNKP	HGNC
TRPT1	HGNC
RBCK1	HGNC
AIFM1	HGNC
RPL10A	HGNC
COLEC12	HGNC
DXO	HGNC
SCARA5	HGNC
KCNK9	HGNC
CCL28	HGNC
CYSLTR1	HGNC
CRLF2	HGNC
MID1	HGNC
SEMA4A	HGNC
RNF138	HGNC
RNF166	HGNC
NR1H4	HGNC
SLC2A5	HGNC
KIFAP3	HGNC
PELI1	HGNC
RNF4	HGNC
HCAR1	HGNC
RBBP6	HGNC
THOC5	HGNC
NXF2	HGNC
SEC62	HGNC
WWP2	HGNC
HRK	HGNC
ACSL1	HGNC
CRISPLD2	HGNC
FOLR3	HGNC
POLRMT	HGNC
ABCC2	HGNC
SPAM1	HGNC
NKX2-2	HGNC
ST8SIA4	HGNC
FABP7	HGNC
ID4	HGNC
LINGO1	HGNC
VHL	HGNC
MAFG	HGNC
ANXA8L1	HGNC
COL8A1	HGNC
CYP4A11	HGNC
NANP	HGNC
NLRP10	HGNC
GSTO1	HGNC
STC1	HGNC
IGHG2	HGNC
RAPGEF2	HGNC
KRT80	HGNC
BATF3	HGNC
NFIL3	HGNC
COLEC11	HGNC
LTK	HGNC
PRR30	HGNC
TMEM17	HGNC
GPBAR1	HGNC
EPHA3	HGNC
GFRA1	HGNC
L1CAM	HGNC
SLAMF7	HGNC
BCAT2	HGNC
EFNA2	HGNC
HMGN1	HGNC
LY9	HGNC
MATN2	HGNC
ROBO2	HGNC
SNX4	HGNC
THBS2	HGNC
TFAP2A	HGNC
UBQLN2	HGNC
PRRX1	HGNC
URB1	HGNC
OTUD3	HGNC
AREL1	HGNC
FBXW7	HGNC
SEPT5	HGNC
PUS3	HGNC
DAND5	HGNC
UTP3	HGNC
CAND1	HGNC
UCHL3	HGNC
OPRD1	HGNC
RBM15	HGNC
YTHDF1	HGNC
YTHDF2	HGNC
ALKBH5	HGNC
EFTUD2	HGNC
IGF2BP3	HGNC
METTL16	HGNC
PRPF8	HGNC
RHOU	HGNC
SNRNP200	HGNC
STRBP	HGNC
SND1	HGNC
SMNDC1	HGNC
ABCA10	HGNC
ABCA8	HGNC
ABCC4	HGNC
CD1E	HGNC
FCRL2	HGNC
ADGRE2	HGNC
ADGRE3	HGNC
BTN3A1	HGNC
HMCN1	HGNC
IL1F10	HGNC
IL36A	HGNC
IL36B	HGNC
IL36G	HGNC
IL36RN	HGNC
KLRC2	HGNC
LAIR2	HGNC
NUDT14	HGNC
SIRPG	HGNC
SLC22A10	HGNC
SLC22A11	HGNC
SLC22A24	HGNC
SLC22A25	HGNC
SLC22A6	HGNC
SLC22A31	HGNC
SLC23A4	HGNC
SLC25A52	HGNC
SLC35E2	HGNC
SLC35G4	HGNC
SLC35G3	HGNC
SLC35G5	HGNC
SLC47A1	HGNC
SLC52A2	HGNC
SLC7A13	HGNC
SLC7A3	HGNC
SLC9C2	HGNC
SLCO1B7	HGNC
LTC4S	HGNC
RADIL	HGNC
PDE4B	HGNC
PDE4C	HGNC
MSMP	HGNC
RPS26	HGNC
GRM2	HGNC
NTF4	HGNC
SDC3	HGNC
MAL2	HGNC
ASAH1	HGNC
ASAH2	HGNC
PNPLA2	HGNC
SERPINF1	HGNC
ADAM15	HGNC
ADAM9	HGNC
B3GALNT1	HGNC
ERBIN	HGNC
PSENEN	HGNC
ELF5	HGNC
FAM173B	HGNC
TIAM1	HGNC
NAB1	HGNC
COL4A3	HGNC
DRG2	HGNC
HMGN2	HGNC
SNHG12	HGNC
PIKFYVE	HGNC
AGBL3	HGNC
DEFA1B	HGNC
B4GALNT4	HGNC
FAM72A	HGNC
PGGHG	HGNC
MAT1A	HGNC
MAP1LC3C	HGNC
RNF185	HGNC
TECPR1	HGNC
TOMM40	HGNC
ULK3	HGNC
ADA2	HGNC
TADA1	HGNC
PEX1	HGNC
MRM3	HGNC
RAB11B	HGNC
RAB25	HGNC
PLD2	HGNC
GCH1	HGNC
CREM	HGNC
MRPS6	HGNC
GHRH	HGNC
ANAPC5	HGNC
CWH43	HGNC
NTRK1	HGNC
PGA4	HGNC
PARM1	HGNC
TRNAK1	HGNC
HTRA3	HGNC
LANCL2	HGNC
PUM1	HGNC
BCL2A1	HGNC
ABCA4	HGNC
HMGB3	HGNC
CLEC3B	HGNC
INSM1	HGNC
UGT8	HGNC
ANTXRL	HGNC
CDH7	HGNC
CPNE5	HGNC
FOXA1	HGNC
GABRQ	HGNC
EARS2	HGNC
GPHB5	HGNC
MC2R	HGNC
SNORD15A	HGNC
PLAC4	HGNC
FBXL13	HGNC
HEATR6	HGNC
RLN1	HGNC
HCST	HGNC
LSP1	HGNC
SLC52A1	HGNC
PSG2	HGNC
SIDT2	HGNC
POU2F1	HGNC
GTF3C1	HGNC
MAP4	HGNC
SH3GL2	HGNC
FBLN1	HGNC
FBLN7	HGNC
SFRP2	HGNC
CLDN15	HGNC
GJC2	HGNC
LAT	HGNC
NPAS4	HGNC
TFF2	HGNC
ADAMTS1	HGNC
POLR1B	HGNC
HPGDS	HGNC
KCNH6	HGNC
PSMC4	HGNC
PSMC6	HGNC
SAMM50	HGNC
KRT74	HGNC
TREX2	HGNC
BRI3BP	HGNC
FH	HGNC
GSTP1	HGNC
KRT75	HGNC
ALPP	HGNC
SLC1A4	HGNC
SLC7A1	HGNC
NFKBIE	HGNC
GSTM3	HGNC
RHOF	HGNC
RPL14	HGNC
TESK1	HGNC
COX4I1	HGNC
COX4I2	HGNC
BST1	HGNC
PGAP1	HGNC
AMELY	HGNC
PROCR	HGNC
CXXC1	HGNC
SGPP1	HGNC
TAAR1	HGNC
TAAR2	HGNC
TAAR3	HGNC
TAAR5	HGNC
TAAR6	HGNC
TAAR8	HGNC
TAAR9	HGNC
GPX8	HGNC
OR51E2	HGNC
RAX	HGNC
ARRDC1	HGNC
CEP55	HGNC
TOM1	HGNC
UBAP1	HGNC
RSPH1	HGNC
PRNT	HGNC
TTC28	HGNC
IFI30	HGNC
M6PR	HGNC
NCOA7	HGNC
FANCA	HGNC
MTDH	HGNC
LRRC59	HGNC
JPH3	HGNC
LIFR	HGNC
EDNRB	HGNC
JAM2	HGNC
LEAP2	HGNC
LOX	HGNC
MAL	HGNC
MPZL2	HGNC
SERPINA5	HGNC
SCN4B	HGNC
ZC3H8	HGNC
NAGPA	HGNC
DDAH2	HGNC
WDR20	HGNC
WDR48	HGNC
GRIA2	HGNC
USP46	HGNC
UAE2	HGNC
GSK3A	HGNC
FAF1	HGNC
UBXN11	HGNC
CABP2	HGNC
MGST1	HGNC
PLA2G2D	HGNC
TMC6	HGNC
TMC8	HGNC
NECAB3	HGNC
SEC16A	HGNC
TRAF7	HGNC
TRAF3IP1	HGNC
USO1	HGNC
SYBU	HGNC
HCCS	HGNC
VSIG4	HGNC
PFKFB3	HGNC
BCL9	HGNC
CRTC2	HGNC
FBXL17	HGNC
GPR84	HGNC
GLI3	HGNC
MLST8	HGNC
PDZK1IP1	HGNC
SMYD3	HGNC
SMAD9	HGNC
TNFRSF19	HGNC
VGF	HGNC
WNT2	HGNC
WNT5B	HGNC
AJUBA	HGNC
AMH	HGNC
CDH11	HGNC
CELSR3	HGNC
CENPW	HGNC
DLL3	HGNC
DKK2	HGNC
DKK3	HGNC
DACT1	HGNC
FOXC1	HGNC
FZD8	HGNC
HEY1	HGNC
LGR4	HGNC
LGR6	HGNC
LZTS2	HGNC
MCAM	HGNC
PMP22	HGNC
GALNT1	HGNC
PRKCI	HGNC
PPM1D	HGNC
ROR1	HGNC
ROR2	HGNC
SCUBE2	HGNC
SPOP	HGNC
SPON1	HGNC
TAZ	HGNC
TSPAN8	HGNC
USP48	HGNC
VASH2	HGNC
SERPINI1	HGNC
DCT	HGNC
CRY2	HGNC
RIN1	HGNC
TSSK4	HGNC
ATP2A3	HGNC
SLC38A2	HGNC
SEC24A	HGNC
NPSA	HGNC
MMP24	HGNC
PITRM1	HGNC
NSG2	HGNC
HERC3	HGNC
HERC4	HGNC
HERC1	HGNC
RANBP1	HGNC
RCBTB2	HGNC
RCC1L	HGNC
RANGAP1	HGNC
FIG4	HGNC
TLK2	HGNC
UMPS	HGNC
ABO	HGNC
ABHD5	HGNC
GPAT2	HGNC
GPAM	HGNC
PLIN5	HGNC
CD96	HGNC
BTN2A1	HGNC
APOBEC3C	HGNC
ATP5MC1	HGNC
CNNM3	HGNC
DCTN2	HGNC
NOB1	HGNC
GATA6	HGNC
CHRD	HGNC
GGCX	HGNC
INSL3	HGNC
SUPT20H	HGNC
EIF4EBP2	HGNC
IGKV3-7	HGNC
PXDNL	HGNC
HEATR9	HGNC
TRAFD1	HGNC
CYP26A1	HGNC
DAPP1	HGNC
FMO2	HGNC
KCNH7	HGNC
PSME2	HGNC
PSMA6	HGNC
STARD3	HGNC
CSNK1G2	HGNC
COL4A3BP	HGNC
PI4K2B	HGNC
PPM1L	HGNC
SGMS2	HGNC
TCEA1	HGNC
TCEA2	HGNC
TCEA3	HGNC
NMT1	HGNC
NMT2	HGNC
INPP5D	HGNC
IBSP	HGNC
STEAP2	HGNC
SLC10A5	HGNC
CPE	HGNC
PRM2	HGNC
HDAC8	HGNC
RNASEK	HGNC
VAMP3	HGNC
DCLRE1A	HGNC
H2AFY	HGNC
APTX	HGNC
APLF	HGNC
CHFR	HGNC
RNF146	HGNC
NDUFB5	HGNC
BCAT1	HGNC
COX5A	HGNC
DPEP1	HGNC
MANEA	HGNC
CCPG1	HGNC
CCR8	HGNC
CDCA7	HGNC
PLK2	HGNC
PLK3	HGNC
TRIM22	HGNC
TRIM52	HGNC
TRIM9	HGNC
SLC7A4	HGNC
COL6A1	HGNC
KRT6A	HGNC
MS4A2	HGNC
SFN	HGNC
RAD51B	HGNC
ACTBL2	HGNC
MAGEH1	HGNC
APOBR	HGNC
AIFM2	HGNC
CYP39A1	HGNC
HAPLN1	HGNC
SFRP5	HGNC
CCT5	HGNC
EPX	HGNC
HSPA1L	HGNC
HNRNPH1	HGNC
HNRNPH2	HGNC
HIST1H1E	HGNC
HIST1H2BK	HGNC
LCP1	HGNC
PSME1	HGNC
RPS24	HGNC
TUBG1	HGNC
GPR25	HGNC
GTF2F1	HGNC
AGAP4	HGNC
WDR1	HGNC
CTSE	HGNC
DOCK2	HGNC
HMGA2	HGNC
LNX1	HGNC
MTIF2	HGNC
MT-ATP6	HGNC
MYBPC1	HGNC
ZNF692	HGNC
ZIC4	HGNC
GAD2	HGNC
KHK	HGNC
PEX13	HGNC
PEX2	HGNC
ELN	HGNC
ARSB	HGNC
PTPRN	HGNC
ITPKC	HGNC
ABCC5	HGNC
STRADA	HGNC
CAB39	HGNC
DLD	HGNC
SCN1A	HGNC
ZBTB12	HGNC
TOPBP1	HGNC
CAD	HGNC
GBGT1	HGNC
GSDMB	HGNC
STK25	HGNC
AQP6	HGNC
STIP1	HGNC
MCM4	HGNC
PGK2	HGNC
KCNMA1	HGNC
NEK1	HGNC
NEK11	HGNC
NEK3	HGNC
NEK4	HGNC
NEK6	HGNC
SLK	HGNC
TNIK	HGNC
FUBP1	HGNC
MINK1	HGNC
MAP3K19	HGNC
MAP3K3	HGNC
MAP4K3	HGNC
MAP4K4	HGNC
MAP4K5	HGNC
MYO3A	HGNC
OSR1	HGNC
PAK3	HGNC
PAK4	HGNC
PAK5	HGNC
PAK6	HGNC
STK10	HGNC
STK24	HGNC
MCF2	HGNC
SLC25A4	HGNC
NTSR2	HGNC
BRD1	HGNC
SSX3	HGNC
CHRM5	HGNC
GABBR1	HGNC
IGHJ4	HGNC
IGHV3-30	HGNC
IGHV3-64D	HGNC
PLXNA1	HGNC
RPS5	HGNC
DNAJC14	HGNC
IFNR	HGNC
HECTD1	HGNC
HBP1	HGNC
MELTF	HGNC
PPIL2	HGNC
SLC16A3	HGNC
SLC16A4	HGNC
XPC	HGNC
RNY1	HGNC
IGHD	HGNC
RBM15B	HGNC
FAM89A	HGNC
RGCC	HGNC
CYP2C8	HGNC
HINT1	HGNC
CDC20B	HGNC
ALOX12	HGNC
MT-CO3	HGNC
RGS14	HGNC
ADAM12	HGNC
MAS1L	HGNC
RHBDF1	HGNC
RHBDF2	HGNC
CDC23	HGNC
HIST2H2AC	HGNC
PIGG	HGNC
DEFB125	HGNC
DEFB126	HGNC
DEFB129	HGNC
ALKBH1	HGNC
CDHR5	HGNC
JMJD4	HGNC
PCLO	HGNC
OXSR1	HGNC
MPZ	HGNC
ABCB4	HGNC
UGT2B4	HGNC
SLC51A	HGNC
EIF2D	HGNC
LGTN	HGNC
PNRC2	HGNC
RAB6B	HGNC
GNPAT	HGNC
PLAS3	HGNC
ATXN7	HGNC
PRR4	HGNC
MTHFR	HGNC
SCN11A	HGNC
SCN2A	HGNC
SCN8A	HGNC
UTP14A	HGNC
GTF2E1	HGNC
PDXK	HGNC
VEGFB	HGNC
NUPL2	HGNC
CD300A	HGNC
TIMD4	HGNC
VAMP5	HGNC
DNAJB5	HGNC
RABAC1	HGNC
FABP5	HGNC
FOXK1	HGNC
PLIN3	HGNC
PRMT2	HGNC
PDIA5	HGNC
ZNF71	HGNC
CCNY	HGNC
ADAM8	HGNC
USH1C	HGNC
CDH23	HGNC
GJB2	HGNC
GJB6	HGNC
OTOF	HGNC
SLC26A4	HGNC
TMIE	HGNC
TMEM43	HGNC
AMIGO2	HGNC
ECSCR	HGNC
GBP7	HGNC
IL1RL2	HGNC
LYZL2	HGNC
MS4A6A	HGNC
MS4A7	HGNC
MSRB1	HGNC
PLXNA4	HGNC
KCNN4	HGNC
KCND1	HGNC
PTPRM	HGNC
SEMA4G	HGNC
SDK1	HGNC
SLC46A1	HGNC
SLCO2B1	HGNC
ART1	HGNC
CST9	HGNC
PLAS1	HGNC
FAAP20	HGNC
MINDY1	HGNC
UFSP1	HGNC
UFSP2	HGNC
RPA1	HGNC
RPA2	HGNC
RNF8	HGNC
ZNF711	HGNC
ZUFSP	HGNC
TBC1D20	HGNC
DLX6	HGNC
PBOV1	HGNC
DHCR7	HGNC
TAL1	HGNC
CRHR1	HGNC
CYP2E1	HGNC
EGLN1	HGNC
IL18BP	HGNC
DEFB104A	HGNC
ENTGCG	HGNC
FCAMR	HGNC
FCMR	HGNC
ADNP	HGNC
SPPM	HGNC
ADGRL3	HGNC
GNE	HGNC
PPRC1	HGNC
PCDH1	HGNC
MRPS7	HGNC
RAB3GAP1	HGNC
ADH1B	HGNC
AZGP1	HGNC
COL27A1	HGNC
KRT3	HGNC
NUB1	HGNC
PIP	HGNC
SFRP1	HGNC
SPACA3	HGNC
PAPSS1	HGNC
GTSE1	HGNC
MAGI2	HGNC
MAGI3	HGNC
CES2	HGNC
COX10	HGNC
DNAJC1	HGNC
DNAJC8	HGNC
SUZ12	HGNC
SYF2	HGNC
TAF3	HGNC
XAB2	HGNC
AMZ1	HGNC
AMZ2	HGNC
ARRDC3	HGNC
ARNT	HGNC
COA1	HGNC
EXT1	HGNC
GLB1L2	HGNC
GSDMC	HGNC
GKN1	HGNC
GKN2	HGNC
LTBP1	HGNC
LTBP3	HGNC
PABPN1L	HGNC
RPRML	HGNC
TRDMT1	HGNC
ZBTB1	HGNC
ZBTB20	HGNC
MYOCD	HGNC
RUBCN	HGNC
RHEB	HGNC
DAPK1	HGNC
HSPA7	HGNC
HSPA6	HGNC
IL21R	HGNC
KIR3DS1	HGNC
COX5B	HGNC
OS9	HGNC
NDUFB8	HGNC
MT-CO2	HGNC
TNFRSF6B	HGNC
IL12RB2	HGNC
IL9R	HGNC
RFC2	HGNC
RPL7A	HGNC
STIMATE	HGNC
CLDN12	HGNC
GP1BA	HGNC
RNF41	HGNC
IGHD3-22	HGNC
IGHV3-7	HGNC
IGKJ4	HGNC
NOX5	HGNC
RBFOX1	HGNC
ZNF10	HGNC
ARHGDIA	HGNC
GALM	HGNC
IGHG3	HGNC
SLC39A1	HGNC
SGSM3	HGNC
PPP3R1	HGNC
ZMAT3	HGNC
EI24	HGNC
IAH1	HGNC
PHF19	HGNC
MAPK10	HGNC
HPDL	HGNC
PIK3R5	HGNC
TMEM254	HGNC
ACY1	HGNC
ETS2	HGNC
GNPTAB	HGNC
ZNF7	HGNC
AKR1B10	HGNC
PTPN9	HGNC
CYP2A6	HGNC
CALCA	HGNC
E4F1	HGNC
GPRASP1	HGNC
GABPA	HGNC
RTF1	HGNC
SNRK	HGNC
STEAP4	HGNC
BIN2	HGNC
GSTA4	HGNC
HNRNPA3	HGNC
HIST2H2BE	HGNC
MESP1	HGNC
MYL9	HGNC
NF1	HGNC
ONECUT1	HGNC
RPL10L	HGNC
RPS17	HGNC
SKAP1	HGNC
YWHAG	HGNC
TPST2	HGNC
UBL5	HGNC
SCAMP3	HGNC
SIT1	HGNC
SLC6A20	HGNC
ATAD3A	HGNC
ATAD3C	HGNC
EWSR1	HGNC
SARNP	HGNC
DLK2	HGNC
ETFA	HGNC
PSMA8	HGNC
IGHD3-16	HGNC
IGHJ1	HGNC
IGHJ2	HGNC
IGHV1-2	HGNC
IGKV1-33	HGNC
IGKV3-11	HGNC
STOML3	HGNC
SYTL3	HGNC
SYTL4	HGNC
SYTL5	HGNC
ZFYVE28	HGNC
PRM3	HGNC
RNLS	HGNC
PZP	HGNC
SEC14L3	HGNC
GPR135	HGNC
CLDN18	HGNC
CLDN24	HGNC
CLDN8	HGNC
PCDH15	HGNC
PID1	HGNC
BAS	HGNC
ATP8B2	HGNC
MSS51	HGNC
BOD1L1	HGNC
TNS3	HGNC
CTSF	HGNC
TRIM14	HGNC
UBE2D1	HGNC
GSS	HGNC
DRD3	HGNC
GRIK1	HGNC
PRSS58	HGNC
THRB	HGNC
NRBP2	HGNC
AFM	HGNC
FAH	HGNC
KRT7	HGNC
SRY	HGNC
TAT	HGNC
FOXE1	HGNC
ZBTB24	HGNC
SH2B3	HGNC
ALDH5A1	HGNC
ACSS2	HGNC
DHX57	HGNC
FAIM2	HGNC
HSCB	HGNC
MAFB	HGNC
ACAN	HGNC
COL9A1	HGNC
COL9A2	HGNC
CRELD2	HGNC
CIAPIN1	HGNC
HNRNPH3	HGNC
LYG2	HGNC
MGAT5	HGNC
RPL27A	HGNC
SUCLG2	HGNC
THRAP3	HGNC
TPD52L1	HGNC
MDFI	HGNC
MDFIC	HGNC
NOL6	HGNC
PTGDS	HGNC
KSR1	HGNC
CD48	HGNC
S1PR2	HGNC
AMACR	HGNC
MLN	HGNC
BPIFB1	HGNC
PROK2	HGNC
PILRA	HGNC
DYNLL1	HGNC
VPS36	HGNC
SLC1A1	HGNC
DMXL2	HGNC
RAB27B	HGNC
PATE1	HGNC
RNPEP	HGNC
ATG16L2	HGNC
TM9SF1	HGNC
UBQLN1	HGNC
RPE65	HGNC
ASB14	HGNC
CLEC2A	HGNC
CLEC2B	HGNC
CDC42EP5	HGNC
NLRP7	HGNC
KLRG2	HGNC
KLRF2	HGNC
CDKAL1	HGNC
NSUN2	HGNC
WDR4	HGNC
PUS1	HGNC
TRMT10A	HGNC
LGALS2	HGNC
LMAN1L	HGNC
HIST1H2BN	HGNC
TIMM13	HGNC
ERCC4	HGNC
GIN1	HGNC
SDC4	HGNC
ARMC3	HGNC
KRT13	HGNC
TSPAN2	HGNC
AVPR1A	HGNC
CHRDL1	HGNC
DLX2	HGNC
NDST1	HGNC
NDST2	HGNC
NDST3	HGNC
NDST4	HGNC
B3GAT3	HGNC
B4GALT7	HGNC
EXT2	HGNC
EXTL1	HGNC
EXTL2	HGNC
EXTL3	HGNC
GLCE	HGNC
SRGN	HGNC
SLC35B2	HGNC
DIS3	HGNC
NFIA	HGNC
SLC31A1	HGNC
SLC50A1	HGNC
TRNI	HGNC
ABCF2	HGNC
ABCF3	HGNC
HIRIP3	HGNC
DTX1	HGNC
EED	HGNC
NCOA2	HGNC
RPH3A	HGNC
LHB	HGNC
UBE2D2	HGNC
HPV18I2	HGNC
SRRT	HGNC
UGT1A1	HGNC
CYP1B1	HGNC
GSTA2	HGNC
ZIC1	HGNC
PIGZ	HGNC
NBN	HGNC
MOB4	HGNC
GCNT3	HGNC
BCKDHB	HGNC
PNLIPRP1	HGNC
SEC14L1	HGNC
GMPS	HGNC
SLC32A1	HGNC
CD276	HGNC
IFNA13	HGNC
IGKV1-39	HGNC
ERGIC2	HGNC
LPCAT3	HGNC
LPCAT4	HGNC
