# HGNC gene id	# source ID
TAPBPL	HGNC
TAP2	HGNC
HNF1A	HGNC
CA6	HGNC
CFB	HGNC
ERVK-20	HGNC
FGF13	HGNC
FCN3	HGNC
HOXA5	HGNC
PTX4	HGNC
CTRL	HGNC
DGAT1	HGNC
FBXO3	HGNC
CCNF	HGNC
GTF2H1	HGNC
GTF2H2	HGNC
GTF2H4	HGNC
CDK5R2	HGNC
DGKE	HGNC
DYRK1B	HGNC
PI4KA	HGNC
PLCG1	HGNC
PKN3	HGNC
ABCF1	HGNC
MECOM	HGNC
BTNL2	HGNC
FOXD3	HGNC
HAND1	HGNC
KIR2DL3	HGNC
KIFC1	HGNC
HLA-DRB4	HGNC
MOG	HGNC
NOTCH4	HGNC
NFYA	HGNC
PAX4	HGNC
PSMB8	HGNC
RFX1	HGNC
RPS28	HGNC
TRIM10	HGNC
TRIM15	HGNC
TRIM26	HGNC
TRIM31	HGNC
TRIM39	HGNC
TRIM40	HGNC
ZNRD1	HGNC
EHMT2	HGNC
KIAA1109	HGNC
PKHD1	HGNC
SMAD7	HGNC
PIAS1	HGNC
TMEM2	HGNC
TYK2	HGNC
CD83	HGNC
LAMP2	HGNC
FCER1A	HGNC
DUSP14	HGNC
DUSP2	HGNC
DUSP26	HGNC
PRKG1	HGNC
ANXA8	HGNC
KRT19	HGNC
TPMT	HGNC
TPM1	HGNC
TUBA4A	HGNC
NLRP2	HGNC
AQP2	HGNC
CALB1	HGNC
TIMP1	HGNC
SETX	HGNC
SNAI1	HGNC
AFP	HGNC
PPOX	HGNC
TGM2	HGNC
ERVK-15	HGNC
MBTPS1	HGNC
PC	HGNC
SERPINB8	HGNC
GPR85	HGNC
IL31RA	HGNC
NAT6	HGNC
DFFB	HGNC
NUAK2	HGNC
IPO5	HGNC
IDE	HGNC
KPNA7	HGNC
NUP153	HGNC
NUP155	HGNC
NECTIN4	HGNC
CPB2	HGNC
HIST1H1B	HGNC
GGT1	HGNC
AICDA	HGNC
CLNS1A	HGNC
PPT1	HGNC
SDC1	HGNC
PIR	HGNC
SLC7A10	HGNC
TRIP4	HGNC
GP9	HGNC
PDGFRB	HGNC
NFKBIB	HGNC
RAD50	HGNC
MAP3K1	HGNC
TBXA2R	HGNC
BCAP31	HGNC
DNAJB14	HGNC
RAP2A	HGNC
CASP6	HGNC
HBEGF	HGNC
IRF8	HGNC
MAP2	HGNC
GIT2	HGNC
TFF1	HGNC
CCR3	HGNC
ESAT	HGNC
IL12RB1	HGNC
DUSP16	HGNC
DUSP8	HGNC
HLA-E	HGNC
NFE2L3	HGNC
PCGF5	HGNC
ARX	HGNC
PRB3	HGNC
GSTZ1	HGNC
LGALS4	HGNC
GRB2	HGNC
MMP3	HGNC
RECK	HGNC
TNFSF11	HGNC
SASH3	HGNC
STRADB	HGNC
CDKN1C	HGNC
DAPK2	HGNC
DPYSL5	HGNC
EPB42	HGNC
HBE1	HGNC
HBG1	HGNC
IGLL1	HGNC
IFI44L	HGNC
LILRB4	HGNC
LST1	HGNC
MZB1	HGNC
MAP1S	HGNC
PAK2	HGNC
PTPA	HGNC
PPP3CA	HGNC
PPM1M	HGNC
RPS18	HGNC
SGK1	HGNC
TICAM1	HGNC
TREM1	HGNC
NKX2-1	HGNC
EMP2	HGNC
SFTPB	HGNC
TTF1	HGNC
POLG	HGNC
EIF5	HGNC
ANO5	HGNC
CAPN3	HGNC
DYSF	HGNC
FKRP	HGNC
HIVEP3	HGNC
LAMA2	HGNC
MYOD1	HGNC
SGCA	HGNC
SGCB	HGNC
SGCE	HGNC
SGCG	HGNC
TRIM32	HGNC
TRB	HGNC
TRGV3	HGNC
COL1A1	HGNC
SOD3	HGNC
FBXO43	HGNC
ROCK2	HGNC
PDIA6	HGNC
ZNF471	HGNC
CXCL3	HGNC
CXCL6	HGNC
CEBPE	HGNC
CD1B	HGNC
KLF4	HGNC
NLRP12	HGNC
RORA	HGNC
RORC	HGNC
PPBP	HGNC
BRF1	HGNC
DDX6	HGNC
LSM14A	HGNC
LSM7	HGNC
MOV10	HGNC
PAN3	HGNC
SMG5	HGNC
ATXN2	HGNC
CAPRIN1	HGNC
DCP1A	HGNC
DCP1B	HGNC
EDC3	HGNC
EDC4	HGNC
EIF2S2	HGNC
EIF2B2	HGNC
TNRC6A	HGNC
USP10	HGNC
DAZAP2	HGNC
CLPP	HGNC
BAG1	HGNC
HSPBP1	HGNC
PPFIBP1	HGNC
ST13	HGNC
ADRM1	HGNC
AR	HGNC
ASNA1	HGNC
CAMLG	HGNC
GET4	HGNC
PSMD4	HGNC
RNF126	HGNC
SGTB	HGNC
WRB	HGNC
UCHL5	HGNC
UBL4A	HGNC
SIGIRR	HGNC
SARM1	HGNC
NDUFS7	HGNC
SP7	HGNC
ACP5	HGNC
BGLAP	HGNC
TYR	HGNC
VLDLR	HGNC
LUC7L	HGNC
NT5E	HGNC
BOK	HGNC
CYLD	HGNC
DNAJB4	HGNC
E2F8	HGNC
GATA2	HGNC
POLR3D	HGNC
POLR3F	HGNC
TTK	HGNC
ATG3	HGNC
CASP5	HGNC
CHMP2A	HGNC
GAK	HGNC
FPR1	HGNC
GPX3	HGNC
GPX7	HGNC
IREB2	HGNC
MAP2K5	HGNC
NUMA1	HGNC
PANX1	HGNC
PSMB4	HGNC
SRF	HGNC
SPATA6	HGNC
VAMP1	HGNC
EFNB3	HGNC
CLDN5	HGNC
ARNTL	HGNC
REG3G	HGNC
DNTT	HGNC
POLM	HGNC
NEO1	HGNC
CCK	HGNC
LAG3	HGNC
ARHGAP18	HGNC
STARD4	HGNC
CHGA	HGNC
IGHG1	HGNC
JAG1	HGNC
NALCN	HGNC
SNAP47	HGNC
DAB1	HGNC
DAB2	HGNC
OMA1	HGNC
COL11A2	HGNC
CCL4L1	HGNC
CCS	HGNC
STS	HGNC
MAU2	HGNC
TSC1	HGNC
TSC2	HGNC
PRKAA1	HGNC
PRKAA2	HGNC
TGFB1I1	HGNC
ABCD4	HGNC
ACBD4	HGNC
CCDC137	HGNC
CCNYL1	HGNC
COX7C	HGNC
HDHD3	HGNC
PIK3C2G	HGNC
SLC44A3	HGNC
PIGB	HGNC
ALK	HGNC
IRGM	HGNC
NUPR1	HGNC
F7	HGNC
JAK3	HGNC
IFNK	HGNC
IL13RA1	HGNC
IL22RA2	HGNC
ACKR4	HGNC
EDNRA	HGNC
CPT1A	HGNC
DUSP11	HGNC
PLAGL2	HGNC
SLC26A5	HGNC
FCRL3	HGNC
NOX1	HGNC
CYBA	HGNC
GBP1	HGNC
GBP2	HGNC
GBP5	HGNC
NCF2	HGNC
NCF4	HGNC
NAT16	HGNC
MRAS	HGNC
FCGR1B	HGNC
MERTK	HGNC
MMP12	HGNC
PTBP1	HGNC
RTN3	HGNC
ROGDI	HGNC
FCAR	HGNC
FCGRT	HGNC
PIGR	HGNC
CNOT6	HGNC
PAN2	HGNC
SH3BGRL3	HGNC
SH3BP1	HGNC
NUDT16	HGNC
RPL23A	HGNC
RBBP4	HGNC
RBBP7	HGNC
RCOR1	HGNC
BLZF1	HGNC
CHD4	HGNC
DAXX	HGNC
HDAC4	HGNC
HDAC5	HGNC
IFI16	HGNC
MTA1	HGNC
MTA2	HGNC
MEF2D	HGNC
RBPJ	HGNC
SIRT1	HGNC
SIRT2	HGNC
SIRT3	HGNC
SIRT4	HGNC
TYROBP	HGNC
XRCC1	HGNC
CEACAM16	HGNC
CEACAM18	HGNC
CEACAM19	HGNC
CEACAM20	HGNC
CEACAM21	HGNC
CEACAM3	HGNC
CEACAM4	HGNC
CEACAM7	HGNC
CYTH4	HGNC
HIF3A	HGNC
KIR2DS1	HGNC
LIPE	HGNC
SIGLEC14	HGNC
ALAD	HGNC
MPND	HGNC
OTUD7B	HGNC
RAB40AL	HGNC
RAB40C	HGNC
RALB	HGNC
CALCOCO2	HGNC
CHMP1B	HGNC
DUSP12	HGNC
MFN1	HGNC
NEDD4L	HGNC
SQSTM1	HGNC
USP12	HGNC
USP15	HGNC
USP19	HGNC
USP20	HGNC
USP30	HGNC
USP33	HGNC
USP35	HGNC
USP44	HGNC
USP9X	HGNC
ZRANB1	HGNC
BAP1	HGNC
FAU	HGNC
OTUB2	HGNC
OTUD6B	HGNC
SENP2	HGNC
UBE2E3	HGNC
UBE2H	HGNC
USP17L2	HGNC
USP22	HGNC
USP24	HGNC
USP25	HGNC
USP3	HGNC
USP36	HGNC
USP37	HGNC
PIGN	HGNC
NDUFV2	HGNC
CRISP2	HGNC
LGMN	HGNC
PLA2G4A	HGNC
TES	HGNC
TXNRD3	HGNC
ELOVL7	HGNC
HACE1	HGNC
LRP1	HGNC
CAMKK1	HGNC
EGLN2	HGNC
FGFR1	HGNC
GPI	HGNC
GLUD1	HGNC
GOT2	HGNC
HK2	HGNC
PFKP	HGNC
PLD1	HGNC
PRKCSH	HGNC
SREBF2	HGNC
ATRX	HGNC
DSCR3	HGNC
RAB7B	HGNC
VPS26A	HGNC
VPS29	HGNC
VPS35	HGNC
APH1A	HGNC
C16ORF62	HGNC
CCDC22	HGNC
CCDC93	HGNC
GOLGB1	HGNC
HLCS	HGNC
HIPK2	HGNC
OBSL1	HGNC
PSEN2	HGNC
SNX17	HGNC
SNX3	HGNC
SNX27	HGNC
SNN	HGNC
RAB6A	HGNC
WHAMM	HGNC
ERP44	HGNC
GORASP1	HGNC
GORASP2	HGNC
LMAN2	HGNC
MCFD2	HGNC
GALNT2	HGNC
TRIP11	HGNC
SLC3A1	HGNC
ABHD16A	HGNC
AES	HGNC
DAZAP1	HGNC
NUFIP2	HGNC
RTCB	HGNC
RBM26	HGNC
RTRAF	HGNC
SEL1L	HGNC
TAF15	HGNC
FAM98A	HGNC
FAM98B	HGNC
HNRNPR	HGNC
MYH2	HGNC
MYLK2	HGNC
NUP50	HGNC
SYVN1	HGNC
CLTB	HGNC
DNM3	HGNC
NOP53	HGNC
NES	HGNC
USP21	HGNC
AHCY	HGNC
FUCA1	HGNC
CDH5	HGNC
CSN3	HGNC
CSPG4	HGNC
DSG2	HGNC
FGG	HGNC
MUC6	HGNC
PTPRG	HGNC
UMOD	HGNC
UPK1A	HGNC
IQCG	HGNC
TRNH	HGNC
TMEM42	HGNC
CAMK2B	HGNC
CAMK2D	HGNC
CA3	HGNC
CKM	HGNC
FOXO4	HGNC
MAPK12	HGNC
PIK3CG	HGNC
PIK3R1	HGNC
TPM2	HGNC
TNNI2	HGNC
LAMB4	HGNC
SEC24C	HGNC
GCG	HGNC
CD160	HGNC
IL34	HGNC
FGF1	HGNC
NMRAL1	HGNC
IDH1	HGNC
SCAF1	HGNC
CHERP	HGNC
CYFIP1	HGNC
MSR1	HGNC
SRA1	HGNC
VARS	HGNC
VARS2	HGNC
RAC2	HGNC
PRKCB	HGNC
XIAP	HGNC
BIRC2	HGNC
BIRC3	HGNC
IFI27L1	HGNC
IFI27L2	HGNC
RNF125	HGNC
DDX3Y	HGNC
GSPT1	HGNC
GCN1	HGNC
NCK1	HGNC
NAPB	HGNC
NAPG	HGNC
EFL1	HGNC
EIF4G2	HGNC
FAM129A	HGNC
RSL24D1	HGNC
RRBP1	HGNC
CCL1	HGNC
CLEC4F	HGNC
EGFL7	HGNC
AQP1	HGNC
ASL	HGNC
ASS1	HGNC
CPS1	HGNC
CPM	HGNC
C1QA	HGNC
C1QC	HGNC
G6PC	HGNC
IGFBP7	HGNC
OTC	HGNC
NDUFA2	HGNC
FCN2	HGNC
MASP1	HGNC
MASP2	HGNC
PLVAP	HGNC
BTLA	HGNC
C1QBP	HGNC
C1R	HGNC
LILRB1	HGNC
LILRB3	HGNC
SCG2	HGNC
PALM2	HGNC
CES1	HGNC
PRSS2	HGNC
IRS2	HGNC
LEPR	HGNC
PTH	HGNC
TRH	HGNC
RPL22	HGNC
DEDD	HGNC
VNN1	HGNC
VNN2	HGNC
TUFM	HGNC
GPR39	HGNC
SOS2	HGNC
AIRE	HGNC
CLDN4	HGNC
IVL	HGNC
YES1	HGNC
CSNK1A1	HGNC
CC2D1A	HGNC
ITCH	HGNC
PTP4A2	HGNC
VPS4A	HGNC
LAMC2	HGNC
CD3G	HGNC
TRG	HGNC
DDX56	HGNC
C9ORF72	HGNC
PES1	HGNC
PARS2	HGNC
TP63	HGNC
RBMXL1	HGNC
AADAT	HGNC
KYAT3	HGNC
CDR3	HGNC
CDR1	HGNC
CDR2	HGNC
RNPC3	HGNC
SERPINC1	HGNC
DNAJA3	HGNC
ECHS1	HGNC
LONP1	HGNC
MARCH5	HGNC
PIN4	HGNC
VDAC3	HGNC
APC2	HGNC
ATR	HGNC
DCAF1	HGNC
E2F2	HGNC
E2F5	HGNC
MUS81	HGNC
SKP2	HGNC
SLX4	HGNC
ANAPC1	HGNC
ANAPC11	HGNC
BTRC	HGNC
CDC25A	HGNC
CDC25B	HGNC
CUL4A	HGNC
CCNC	HGNC
CCND2	HGNC
CCNG1	HGNC
CCNH	HGNC
CNNM2	HGNC
CDK11A	HGNC
CDK11B	HGNC
CDK19	HGNC
CDK3	HGNC
CDK7	HGNC
CDK8	HGNC
DDB2	HGNC
EME1	HGNC
ESPL1	HGNC
FZR1	HGNC
PTTG1	HGNC
SERPINB4	HGNC
CCL23	HGNC
NPS	HGNC
BCL6	HGNC
FCRL4	HGNC
FCRL5	HGNC
FCRLA	HGNC
ANXA6	HGNC
CLEC1B	HGNC
SLC35A1	HGNC
WDR5	HGNC
MCMBP	HGNC
ZNF410	HGNC
BMI1	HGNC
DLX6-AS1	HGNC
SNIP1	HGNC
TINCR	HGNC
BCAR4	HGNC
C21ORF2	HGNC
CTXND1	HGNC
HOXD	HGNC
MAML1	HGNC
MT-ND5	HGNC
MT-ND6	HGNC
NXT1	HGNC
PRC1	HGNC
RING1	HGNC
SNHG6	HGNC
ACLY	HGNC
ABCD2	HGNC
SPDEF	HGNC
CCR10	HGNC
CCRL2	HGNC
CD2	HGNC
PCP2	HGNC
ACKR2	HGNC
ITGB7	HGNC
OXT	HGNC
ASCC3	HGNC
MDN1	HGNC
RAPGEF3	HGNC
RAPGEF4	HGNC
CAVIN2	HGNC
HPSE	HGNC
HPSE2	HGNC
KNG1	HGNC
MFGE8	HGNC
MYOC	HGNC
RPL29	HGNC
BTK	HGNC
CADPS	HGNC
CAPS	HGNC
CAPS2	HGNC
ADARB1	HGNC
ARL6IP4	HGNC
TRAF5	HGNC
IKBKG	HGNC
IRF5	HGNC
IRAK1	HGNC
HELT	HGNC
ALOX5	HGNC
TIMP2	HGNC
TIMP3	HGNC
TIMP4	HGNC
KRT10	HGNC
COMP	HGNC
ANAPC16	HGNC
MYO1B	HGNC
ADAM10	HGNC
HSPBAP1	HGNC
LRP5	HGNC
LRP6	HGNC
RAC3	HGNC
WNT5A	HGNC
WNT6	HGNC
APBB1	HGNC
AMN1	HGNC
AXIN1	HGNC
CDH15	HGNC
FZD1	HGNC
HES1	HGNC
INVS	HGNC
JAG2	HGNC
NKD1	HGNC
NCOA3	HGNC
PLCB1	HGNC
PORCN	HGNC
PTPRS	HGNC
SHMT1	HGNC
SPPL2A	HGNC
UPP1	HGNC
HCP5	HGNC
NCAPD3	HGNC
CHRM2	HGNC
P2RX3	HGNC
STRIP2	HGNC
TSSK3	HGNC
DIRAS3	HGNC
TRAPPC5	HGNC
TRAPPC6A	HGNC
TRAPPC9	HGNC
CARD9	HGNC
MCCC1	HGNC
MCCC2	HGNC
ABCC1	HGNC
OCM	HGNC
CKAP2	HGNC
GOT1	HGNC
BNIP3	HGNC
SERPINB9	HGNC
NME1	HGNC
B3GAT1	HGNC
MINDY3	HGNC
NDUFB6	HGNC
TOPORS	HGNC
ATP5F1B	HGNC
KDELR2	HGNC
LAS1L	HGNC
RSU1	HGNC
ADSL	HGNC
ALPL	HGNC
CSN1S1	HGNC
CSN2	HGNC
FOLR2	HGNC
HES5	HGNC
MRPS18B	HGNC
NUCB1	HGNC
PRDX1	HGNC
PIWIL1	HGNC
RPLP2	HGNC
RNF43	HGNC
SF1	HGNC
THTPA	HGNC
TAGLN2	HGNC
TNNC1	HGNC
VAMP8	HGNC
PAQR7	HGNC
ATOH1	HGNC
KRT20	HGNC
SH2D4A	HGNC
IL2RB	HGNC
GPR62	HGNC
NR6A1	HGNC
RPL15	HGNC
RPL18	HGNC
RPL32	HGNC
CABYR	HGNC
SPAST	HGNC
DRG1	HGNC
MT1A	HGNC
MT1B	HGNC
MT1E	HGNC
MT1F	HGNC
MT1G	HGNC
MT1H	HGNC
MT1M	HGNC
MT1X	HGNC
MT2A	HGNC
MT3	HGNC
SELE	HGNC
UNC93B1	HGNC
MAS1	HGNC
EDEM2	HGNC
FAF2	HGNC
UGGT1	HGNC
WDFY1	HGNC
AWAT1	HGNC
DERL2	HGNC
DGAT2	HGNC
ERLEC1	HGNC
MLEC	HGNC
MAN1A2	HGNC
MAN1B1	HGNC
MOGS	HGNC
MARCH6	HGNC
PPIF	HGNC
PTPRJ	HGNC
RNF139	HGNC
SQLE	HGNC
TMEM129	HGNC
UBE2G1	HGNC
UBE2G2	HGNC
UBE2J1	HGNC
UBE2J2	HGNC
UFD1	HGNC
PYM1	HGNC
RBM8A	HGNC
SMG1	HGNC
SMG7	HGNC
SMG9	HGNC
UPF3A	HGNC
UPF3B	HGNC
BZW1	HGNC
CASC3	HGNC
MAGOH	HGNC
PEX12	HGNC
ATP6V0C	HGNC
EFEMP1	HGNC
FKBP8	HGNC
RUSC2	HGNC
CREB3	HGNC
FBLN5	HGNC
HMOX2	HGNC
MFF	HGNC
PPP1R1B	HGNC
RTN1	HGNC
STX1A	HGNC
STX4	HGNC
ATP7A	HGNC
CDC73	HGNC
IPO8	HGNC
MC3R	HGNC
MC5R	HGNC
DHX36	HGNC
PATL1	HGNC
WRN	HGNC
CCNT1	HGNC
NAT9	HGNC
CTSH	HGNC
LIPA	HGNC
P4HB	HGNC
SNAP25	HGNC
STX2	HGNC
CCL22	HGNC
WISP2	HGNC
PKIB	HGNC
CALML5	HGNC
CASP14	HGNC
EDN1	HGNC
IGFN1	HGNC
CARD11	HGNC
COL2A1	HGNC
USP45	HGNC
STIM1	HGNC
SAG	HGNC
SETD7	HGNC
EZH2	HGNC
FOXH1	HGNC
KPNA3	HGNC
KPNA5	HGNC
MSN	HGNC
NPR1	HGNC
RDX	HGNC
SOCS7	HGNC
CYP1A2	HGNC
KCNIP1	HGNC
FGL2	HGNC
FLG2	HGNC
MATK	HGNC
APEX1	HGNC
SETDB1	HGNC
ST3GAL1	HGNC
ST3GAL4	HGNC
ST6GAL1	HGNC
ZNF143	HGNC
GIPC1	HGNC
PDLIM2	HGNC
PDZK1	HGNC
PDZD8	HGNC
PDZRN3	HGNC
PHLPP1	HGNC
ARHGEF26	HGNC
SLC9A3R1	HGNC
BDKRB1	HGNC
CASK	HGNC
DLG1	HGNC
EFNB1	HGNC
GUK1	HGNC
INPPL1	HGNC
LPA	HGNC
MAGI1	HGNC
MAST2	HGNC
MPDZ	HGNC
PARD3	HGNC
PTPN13	HGNC
PTPN3	HGNC
RHOG	HGNC
RGS19	HGNC
SCRIB	HGNC
SDCBP2	HGNC
SNTA1	HGNC
SNTB1	HGNC
TLE4	HGNC
STX12	HGNC
HDGFL3	HGNC
SENP8	HGNC
EGR2	HGNC
EGR3	HGNC
TRIM13	HGNC
PDE4D	HGNC
PDE5A	HGNC
EVA1A	HGNC
TNFSF14	HGNC
LTBR	HGNC
CSMD1	HGNC
EYA4	HGNC
LHFPL3	HGNC
MACROD2	HGNC
MRNIP	HGNC
RAD23A	HGNC
ST3GAL3	HGNC
ST6GALNAC3	HGNC
ST8SIA1	HGNC
ST8SIA6	HGNC
ULBP2	HGNC
ANKFN1	HGNC
ANXA4	HGNC
CHSY3	HGNC
CCDC180	HGNC
HS3ST3A1	HGNC
KDM4C	HGNC
MYO5C	HGNC
NR4A2	HGNC
PDE2A	HGNC
P3H2	HGNC
RNF217	HGNC
SCRN3	HGNC
SERPING1	HGNC
SIGLEC7	HGNC
SCNN1A	HGNC
TADA3	HGNC
TMEM132B	HGNC
TP53BP2	HGNC
TP53I3	HGNC
UST	HGNC
XYLT1	HGNC
KLF2	HGNC
TRAV27	HGNC
TRBV19	HGNC
EOMES	HGNC
ANP32A	HGNC
HTR2A	HGNC
PTPN1	HGNC
TSLP	HGNC
ADIPOQ	HGNC
ANGPTL2	HGNC
C1QL2	HGNC
HSPE1	HGNC
ITM2B	HGNC
LITAF	HGNC
CA9	HGNC
GPNMB	HGNC
ZNF511	HGNC
HTR6	HGNC
MTR	HGNC
AGRP	HGNC
CASTOR1	HGNC
QARS	HGNC
LARS	HGNC
LARS2	HGNC
KARS	HGNC
MARS	HGNC
SPR	HGNC
SHMT2	HGNC
SESN2	HGNC
SLC38A9	HGNC
TDO2	HGNC
WARS2	HGNC
WARS	HGNC
YARS	HGNC
YARS2	HGNC
SLC12A1	HGNC
UQCRC2	HGNC
STEAP1	HGNC
COL15A1	HGNC
COL18A1	HGNC
FOLH1	HGNC
PSCA	HGNC
SLC5A5	HGNC
DEFB127	HGNC
DEFB4B	HGNC
ICOS	HGNC
ICOSLG	HGNC
SETDB2	HGNC
SFTPD	HGNC
SLC34A1	HGNC
AKT1S1	HGNC
BTG1	HGNC
LYPD5	HGNC
MKNK1	HGNC
OLA1	HGNC
SSB	HGNC
YBX1	HGNC
BRINP1	HGNC
CSNK2A2	HGNC
CCAR2	HGNC
CSDE1	HGNC
DOHH	HGNC
DHPS	HGNC
EIF2B5	HGNC
EIF3G	HGNC
EIF3H	HGNC
EIF4ENIF1	HGNC
EIF5A2	HGNC
GADD45G	HGNC
HNRNPC	HGNC
HOXA9	HGNC
IGFBP5	HGNC
MLANA	HGNC
MAD2L1	HGNC
PAIP1	HGNC
PDCD4	HGNC
PEAK1	HGNC
RRM1	HGNC
RRM2	HGNC
RPS6KB2	HGNC
TCF25	HGNC
ZEB2	HGNC
SDHB	HGNC
BEST1	HGNC
BPIFA1	HGNC
CCL3L1	HGNC
FADD	HGNC
TNIP3	HGNC
AATK	HGNC
CARD6	HGNC
IL26	HGNC
TNFSF18	HGNC
TNFSF4	HGNC
CLTA	HGNC
PDCD1LG2	HGNC
TNIP1	HGNC
TRADD	HGNC
TIFA	HGNC
ELOB	HGNC
ELOC	HGNC
MAP3K7	HGNC
NAF1	HGNC
PPP2R1B	HGNC
PPP4C	HGNC
PPP4R1	HGNC
PPA1	HGNC
TRAM2	HGNC
UBFD1	HGNC
AMY2A	HGNC
BCHE	HGNC
HTN3	HGNC
LTA4H	HGNC
MAOB	HGNC
PSMB5	HGNC
SIRT6	HGNC
SLCO1C1	HGNC
SMPD1	HGNC
SULT1A1	HGNC
TCF7L2	HGNC
CRTC1	HGNC
CDC14A	HGNC
FGF6	HGNC
RPL23	HGNC
RPL26	HGNC
BBC3	HGNC
CEBPD	HGNC
RELB	HGNC
TNFRSF10A	HGNC
TNFRSF10B	HGNC
TNFRSF11B	HGNC
SLC12A2	HGNC
PDYN	HGNC
PENK	HGNC
MPL	HGNC
TNFSF13	HGNC
F2R	HGNC
FGF4	HGNC
GP6	HGNC
ITGA2B	HGNC
NFE2	HGNC
THPO	HGNC
TMSB4X	HGNC
MT-CO1	HGNC
CD53	HGNC
RANBP9	HGNC
MMD	HGNC
NFYB	HGNC
GAB2	HGNC
NDUFA13	HGNC
PIM1	HGNC
CTF1	HGNC
CNTF	HGNC
CNTFR	HGNC
GAP43	HGNC
IGF2AS	HGNC
PIAS3	HGNC
ADGRB1	HGNC
CDHR2	HGNC
CLDN19	HGNC
FUT2	HGNC
PDGFC	HGNC
TRIM54	HGNC
SH3GL3	HGNC
ATXN10	HGNC
SPATA5L1	HGNC
TDRD3	HGNC
NAMPT	HGNC
DHODH	HGNC
FLI1	HGNC
BRAP	HGNC
MAZ	HGNC
PMS2	HGNC
RBAK	HGNC
SAP18	HGNC
VPS52	HGNC
ADM	HGNC
ANGPTL4	HGNC
MAP3K14	HGNC
MSH2	HGNC
PLPP1	HGNC
PRKAB1	HGNC
PRKAB2	HGNC
PRKAG1	HGNC
PRKAG2	HGNC
PRKAG3	HGNC
RFC1	HGNC
RFC4	HGNC
SEPT11	HGNC
SEPT2	HGNC
SEPT6	HGNC
SEPT9	HGNC
BCL2L15	HGNC
EFHD2	HGNC
FLII	HGNC
LRRFIP2	HGNC
IMMT	HGNC
PAWR	HGNC
UACA	HGNC
GFM1	HGNC
DCN	HGNC
PDK1	HGNC
SDHAF2	HGNC
EFNA1	HGNC
GNRH1	HGNC
CHRM1	HGNC
MAGEA3	HGNC
TSHR	HGNC
ADAMTS13	HGNC
ETS1	HGNC
NOX3	HGNC
TEK	HGNC
ANGPT4	HGNC
CFL1	HGNC
DGKA	HGNC
EPAS1	HGNC
FLOT2	HGNC
FLT1	HGNC
FLT4	HGNC
MAOA	HGNC
PTK2B	HGNC
PTPRB	HGNC
RALBP1	HGNC
RFK	HGNC
THBS1	HGNC
TRPV4	HGNC
VEGFD	HGNC
SOCS2	HGNC
SOCS5	HGNC
PDS5A	HGNC
NRCAM	HGNC
PRPF6	HGNC
DDX10	HGNC
DDX18	HGNC
DDX23	HGNC
DHX16	HGNC
DDX52	HGNC
DDX60L	HGNC
RRAGD	HGNC
IVNS1ABP	HGNC
TRRAP	HGNC
RBFOX3	HGNC
DEFA3	HGNC
DEFA5	HGNC
DCD	HGNC
SLC40A1	HGNC
AKAP4	HGNC
DDIT4	HGNC
SUFU	HGNC
TAOK2	HGNC
ADORA1	HGNC
ADRA1B	HGNC
ADRA1D	HGNC
CACNA1C	HGNC
RGS2	HGNC
SCN5A	HGNC
SCAI	HGNC
APLN	HGNC
APLNR	HGNC
F13A1	HGNC
PROX1	HGNC
PKNOX1	HGNC
PKNOX2	HGNC
NOTCH2	HGNC
ERCC1	HGNC
RAD23B	HGNC
XPA	HGNC
KRT71	HGNC
TDP2	HGNC
ACTR3	HGNC
ATP6V1G1	HGNC
ATP6AP1	HGNC
UBXN7	HGNC
ACOD1	HGNC
ADORA2B	HGNC
CTTN	HGNC
CYP21A2	HGNC
LAPTM5	HGNC
MMP10	HGNC
PTPN2	HGNC
SNORD12	HGNC
SNORD24	HGNC
SNORD74	HGNC
SNORA17	HGNC
SLC25A17	HGNC
TLN1	HGNC
TRIM41	HGNC
TRIM7	HGNC
UBE2W	HGNC
UBE4B	HGNC
GTF2F2	HGNC
TSFM	HGNC
FCGBP	HGNC
DKK1	HGNC
KREMEN1	HGNC
CLEC6A	HGNC
CLEC12A	HGNC
CLEC12B	HGNC
CLEC4A	HGNC
CLECL1	HGNC
CD207	HGNC
CD37	HGNC
CTAG1B	HGNC
DCSTAMP	HGNC
LY75	HGNC
MRC2	HGNC
MAN2C1	HGNC
MCM2	HGNC
OLR1	HGNC
MMP17	HGNC
MATN1	HGNC
PCK2	HGNC
PKM	HGNC
ATG7	HGNC
ADK	HGNC
OR13C9	HGNC
TRNC	HGNC
EZH1	HGNC
ZMPSTE24	HGNC
DRD4	HGNC
MYO9B	HGNC
CTSG	HGNC
IL1RAP	HGNC
GPRC5A	HGNC
FCGR2C	HGNC
SPARCL1	HGNC
PIGP	HGNC
CDC16	HGNC
ATL2	HGNC
HBZ	HGNC
ATP2A2	HGNC
NDUFS8	HGNC
NDUFA12	HGNC
NDUFA5	HGNC
NDUFB10	HGNC
NDUFB9	HGNC
NDUFS6	HGNC
SMYD1	HGNC
ADSS	HGNC
KLHL15	HGNC
MYF5	HGNC
MYF6	HGNC
MYOG	HGNC
MYL1	HGNC
MYL3	HGNC
MYL6	HGNC
PSMC1	HGNC
PDHA1	HGNC
PDK3	HGNC
RPS20	HGNC
RPS25	HGNC
RPS3A	HGNC
TNNC2	HGNC
TNNI1	HGNC
TNNT3	HGNC
MAP3K8	HGNC
MYCBP	HGNC
CCDC192	HGNC
